website1,website2,name,location,description,type,city
https://lp-cms-production.imgix.net/2019-06/cdf269b54c8792bc155b8fe3f4514b0c-altonaer-balkon.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/attractions/altonaer-balkon/a/poi-sig/1518855/1342306,Altonaer Balkon,Hamburg,Thrill to some of Hamburg's best harbour views from this accurately named and quite pretty park.,must_see,Hamburg
https://lp-cms-production.imgix.net/2019-06/7b6055a029bca9e09696d5ebb6692211-internationales-maritimes-museum.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/speicherstadt-hafencity/attractions/internationales-maritimes-museum/a/poi-sig/1139887/1342304,Internationales Maritimes Museum,Hamburg,Hamburg's maritime past – and future – is fully explored in this excellent private museum that sprawls over 10 floors of a revamped brick shipping…,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/attractions/bullenhuser-damm-schule/a/poi-sig/1519055/359370,Bullenhuser Damm Schule,Hamburg,"During WWII, 20 Jewish children were chosen by Dr Josef Mengele at Auschwitz and sent to Neuengamme concentration camp near Hamburg for medical…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/tanzende-tuerme/a/poi-sig/1596980/1342305,Tanzende Türme,St Pauli & Reeperbahn,"Watching over the eastern gateway to St Pauli since 2011, the 'Dancing Towers' are a Hamburg icon. The two towers buck and weave by up to 3m from the…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/museum-fuer-hamburgische-geschichte/a/poi-sig/420923/1342305,Museum für Hamburgische Geschichte,St Pauli & Reeperbahn,"Hamburg's history museum has lots of kid-friendly features: it's chock-full of intricate ship models, has a large model train set (which runs on the hour)…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/attractions/suellberg-hill/a/poi-sig/1518856/359370,Süllberg Hill,Hamburg,"The best views of the Elbe (nearly 3km wide here) and its container ships are from the 75m-high Süllberg hill. To get to Süllberg, take the S-Bahn to…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-georg/attractions/museum-fuer-kunst-und-gewerbe/a/poi-sig/420925/1342303,Museum für Kunst und Gewerbe,Hamburg,"The Museum für Kunst und Gewerbe is lots of fun. Its vast collection of sculpture, furniture, fashion, jewellery, posters, porcelain, musical instruments…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/davidwache/a/poi-sig/420891/1342305,Davidwache,St Pauli & Reeperbahn,"South of the Reeperbahn stands the star of many a German crime film and TV show, the Davidwache. This brick police station, festooned with ornate ceramic…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/speicherstadt-hafencity/attractions/hafencity-infocenter/a/poi-sig/1026447/1342304,HafenCity InfoCenter,Hamburg,You can pick up brochures and check out detailed architectural models and installations that give a sense of the immensity of the project; there's a scale…,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/neustadt/attractions/krameramtswohnungen/a/poi-sig/420915/1342302,Krameramtswohnungen,Hamburg,"In an alley off Krayenkamp 10 are the Krameramtswohnungen, a row of tiny half-timbered houses from the 17th century that, for nearly 200 years, were…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/attractions/rote-flora/a/poi-sig/1026435/1342306,Rote Flora,Hamburg,"One of the most outstanding remnants of the area’s rougher days, the graffiti-covered Rote Flora looks one step away from demolition. Once the famous…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/speicherstadt-hafencity/attractions/kaffee-museum/a/poi-sig/1597758/1342304,Kaffee Museum,Hamburg,Coffee has always been an important part of Hamburg's trading scene and this excellent museum takes you through this history and has a live roasting…,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/neustadt/attractions/johannes-brahms-museum/a/poi-sig/1596824/1342302,Johannes Brahms Museum,Hamburg,"Master composer Johannes Brahms (1833-1897) was born in Hamburg. Although the house where he was born was destroyed in 1943, this fine 18th-century…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/attractions/baakenpark/a/poi-sig/1597759/359370,Baakenpark,Hamburg,"Opened in May 2018, Baakenpark, on the southeastern reaches of HafenCity, is proof that the HafenCity development hasn't forgotten the need for parks…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/speicherstadt-hafencity/attractions/speicherstadt-museum/a/poi-sig/420937/1342304,Speicherstadt Museum,Hamburg,"A century-old warehouse is the atmospheric backdrop for exhibitions on Hamburg’s trading past, especially within its namesake district. There are…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/attractions/dockland/a/poi-sig/1597102/1342306,Dockland,Hamburg,"One of Hamburg's more striking waterfront structures and right on the water, Dockland was finished in 2006; it has wonderfully sharp angles and terrific…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/altstadt/attractions/deichstrasse/a/poi-sig/1205242/1342301,Deichstrasse,Altstadt,"Hamburg’s Great Fire of 1842 broke out in Deichstrasse, which features a few restored 18th-century homes, most now housing restaurants. You can get a feel…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/neustadt/attractions/komponisten-quartier/a/poi-sig/1596818/1342302,Komponisten-Quartier,Hamburg,"This engaging museum celebrates the classical composers with a significant connection to the city, among them Felix Mendelssohn, Gustav Mahler and Carl…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/neustadt/attractions/grossneumarkt/a/poi-sig/1596822/1342302,Grossneumarkt,Hamburg,"Once the hub of Neustadt life, this large, leafy square is pretty quiet these days, although it comes to life with market stalls on Wednesday and Saturday…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/sankt-pauli-museum/a/poi-sig/1596976/1342305,Sankt Pauli Museum,St Pauli & Reeperbahn,"To make historical sense of St Pauli, this museum is an excellent place to start. It takes you back to the earliest days of the neighbourhood, brings to…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/altstadt/attractions/chocoversum/a/poi-sig/1596915/1342301,Chocoversum,Altstadt,Who needs an excuse to fall in love with chocolate? This fun museum involves a 90-minute guided tour through the world of chocolate and even lets you…,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/speicherstadt-hafencity/attractions/hafencity-nachhaltigkeitspavillon/a/poi-sig/1597760/1342304,HafenCity Nachhaltigkeitspavillon,Hamburg,"For alternative, greener take on the whole HafenCity development, this intriguing exhibit takes a look at sustainable urban development and…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/beatles-platz/a/poi-sig/1205327/1342305,Beatles-Platz,St Pauli & Reeperbahn,"Designed like a vinyl record, it has abstract steel sculptures resembling cookie cutters of the Fab Four (including a hybrid of Ringo Starr and Pete Best).",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/altstadt/attractions/deichtorhallen/a/poi-sig/420893/1342301,Deichtorhallen,Altstadt,"Two grandly restored brick market halls, built in 1911 and 1913 respectively, are home to high-profile special exhibitions of modern art and photography.",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/flakturm-iv/a/poi-sig/1596978/1342305,Flakturm IV,St Pauli & Reeperbahn,"Rising up from the northern reaches of St Pauli, this brooding concrete structure was built during WWII as an anti-aircraft defence position but doubled…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/attractions/museum-fuer-voelkerkunde/a/poi-sig/420927/359370,Museum für Völkerkunde,Hamburg,"North of the Altstadt, the much-updated Museum für Völkerkunde demonstrates seafaring Hamburg’s acute awareness of the outside world. Modern artefacts…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/attractions/tierpark-hagenbeck/a/poi-sig/420949/359370,Tierpark Hagenbeck,Hamburg,"The 2500 animals that live in Hamburg's zoo have open enclosures over 27 hectares. In addition to elephants, tigers, orang-utans, toucans and other…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/attractions/altona-museum/a/poi-sig/1597101/1342306,Altona Museum,Hamburg,This moderately interesting collection is devoted to the art and culture of northern Germany since the 18th century. An unusual aspect is the focus on…,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-georg/attractions/hansaplatz-fountain/a/poi-sig/1293859/1342303,Hansaplatz Fountain,Hamburg,"The centerpiece of Hansaplatz square. Completed in 1878, the fountain shows important figures in Hamburg's past, including Emperor Constantine the Great…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/panoptikum/a/poi-sig/1596977/1342305,Panoptikum,St Pauli & Reeperbahn,"If wax museums are your thing, Hamburg has a decent version with more than 120 figures spread over four floors. Everyone gets a run, from Queen Elizabeth…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/park-fiction/a/poi-sig/1518886/1342305,Park Fiction,St Pauli & Reeperbahn,Hamburg's maritime tableau spreads out before this park created by local residents and overlooking the Elbe. Pick up some beer and have your own sunset…,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/neustadt/attractions/cap-san-diego/a/poi-sig/420885/1342302,Cap San Diego,Hamburg,"A beautiful 1961 freighter, the 10,000-tonne Cap San Diego is open to tours that give a good feel for when sea voyages were a relaxing and low-key way to…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/herbertstrasse/a/poi-sig/420913/1342305,Herbertstrasse,St Pauli & Reeperbahn,"Along Davidstrasse, a painted tin wall bars views into Herbertstrasse, a block-long bordello that’s off-limits to men under 18 and to women of all ages…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/speicherstadt-hafencity/attractions/hamburg-dungeon/a/poi-sig/420907/1342304,Hamburg Dungeon,Hamburg,"This camped-up chamber of horrors is brought to life by actors, incorporating various thrill rides, and is housed in an old warehouse. It's pricey and not…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/neustadt/attractions/alsterarkaden/a/poi-sig/1293858/1342302,Alsterarkaden,Hamburg,The elegant Renaissance-style arcades of the Alsterarkaden shelter upscale shops and cafes alongside the Alsterfleet canal. This is ground zero for…,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/altstadt/attractions/galerie-commeter/a/poi-sig/1596914/1342301,Galerie Commeter,Altstadt,"Founded in 1821, privately run Galerie Commeter is Hamburg's oldest gallery, with a reliable offering of contemporary painting, graphics, sculpture and…",must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-georg/attractions/wochenmarkt/a/poi-sig/1596652/1342303,Wochenmarkt,Hamburg,This weekly eco-market (think organic farmers' produce) adds a little life to Friday afternoons in the heart of St Georg. It sometimes shifts to Friday…,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/star-club-memorial/a/poi-sig/1293865/1342305,Star Club Memorial,St Pauli & Reeperbahn,The seminal venue for the Beatles opened in 1962. It has since burnt down and there is a sad historical marker. Thai karaoke now echoes off the walls.,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/attractions/rickmer-rickmers/a/poi-sig/420935/1342305,Rickmer Rickmers,St Pauli & Reeperbahn,The 1886 three-masted steel windjammer Rickmer Rickmers is now a museum ship; from the restaurant on deck you have fine harbour views.,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/neustadt/attractions/galerie-herold/a/poi-sig/1596817/1342302,Galerie Herold,Hamburg,This small but rewarding private gallery is worth a look if you're in the area. Its focus is on northern German expressionism.,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/neustadt/attractions/pelikan-apotheke/a/poi-sig/1596823/1342302,Pelikan Apotheke,Hamburg,This still-functioning pharmacy has been around since 1656… wander in to admire the splendid period touches.,must_see,Hamburg
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hamburg/speicherstadt-hafencity/attractions/spicy-s-gewuerzmuseum/a/poi-sig/420939/1342304,Spicy’s Gewürzmuseum,Hamburg,This spice and herb museum invites you to exercise your olfaction to the fullest.,must_see,Hamburg
https://www.lonelyplanet.com/germany/hamburg/speicherstadt-hafencity/restaurants/vlet-in-der-speicherstadt/a/poi-eat/1597763/1342304,https://www.lonelyplanet.com/germany/hamburg/speicherstadt-hafencity/restaurants/vlet-in-der-speicherstadt/a/poi-eat/1597763/1342304,Vlet in der Speicherstadt,Hamburg,"Right by the pedestrian bridge, Vlet has three different menus (plus a children's version) and the recurring theme is the intersection between…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/restaurants/clouds/a/poi-eat/1596981/1342305,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/restaurants/clouds/a/poi-eat/1596981/1342305,Clouds,St Pauli & Reeperbahn,"Arguably St Pauli's most prestigious table, Clouds, on the 23rd floor of the Tanzende Türme, is an elegant space with marvellous views out over the city…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/altstadt/restaurants/laufauf/a/poi-eat/1596918/1342301,https://www.lonelyplanet.com/germany/hamburg/altstadt/restaurants/laufauf/a/poi-eat/1596918/1342301,Laufauf,Altstadt,"A bastion for northern German and Hamburg cooking, Laufauf is something of a Hamburg institution. The Hamburger Pannfisch (locally fried fish),…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/altstadt/restaurants/deichgraf/a/poi-eat/420751/1342301,https://www.lonelyplanet.com/germany/hamburg/altstadt/restaurants/deichgraf/a/poi-eat/420751/1342301,Deichgraf,Altstadt,"In a prime setting, with the water on one side and long streetside tables on the other, Deichgraf excels in Hamburg specialities cooked to a high standard…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/st-georg/restaurants/cafe-gnosa/a/poi-eat/420817/1342303,https://www.lonelyplanet.com/germany/hamburg/st-georg/restaurants/cafe-gnosa/a/poi-eat/420817/1342303,Café Gnosa,Hamburg,"With its abstract art and in-house bakery, Café Gnosa draws an affable gay and straight crowd in St Georg. The curved glass windows give it an art deco…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/restaurants/fischbroetchenbude-bruecke-10/a/poi-eat/1503077/1342305,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/restaurants/fischbroetchenbude-bruecke-10/a/poi-eat/1503077/1342305,Fischbrötchenbude Brücke 10,St Pauli & Reeperbahn,"There are a gazillion fish sandwich vendors in Hamburg, but we're going to stick our neck out and say that this vibrant, clean and contemporary outpost…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/restaurants/bullerei/a/poi-eat/1597110/1342306,https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/restaurants/bullerei/a/poi-eat/1597110/1342306,Bullerei,Hamburg,"One of the coolest dining spaces in the city, Bullerei inhabits a converted former slaughterhouse with lovely high ceilings and a real buzz that bounces…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/neustadt/restaurants/zum-spaetzle/a/poi-eat/1596812/1342302,https://www.lonelyplanet.com/germany/hamburg/neustadt/restaurants/zum-spaetzle/a/poi-eat/1596812/1342302,Zum Spätzle,Hamburg,"Specialising in Spätzle (a pasta-like dish from Schwabia) and Maultaschen (a filled pasta, also from further south), Zum Spätzle is a terrific place to…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/restaurants/restaurant-kleinen-brunnenstrasse-1/a/poi-eat/1518907/1342306,https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/restaurants/restaurant-kleinen-brunnenstrasse-1/a/poi-eat/1518907/1342306,Restaurant Kleinen Brunnenstrasse 1,Hamburg,The heart of northern Germany's slow food movement beats in this exquisite bistro. Menus change daily and always reflect what's in season and fresh…,to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/altstadt/restaurants/moe-grill/a/poi-eat/1518889/1342301,https://www.lonelyplanet.com/germany/hamburg/altstadt/restaurants/moe-grill/a/poi-eat/1518889/1342301,Mö-Grill,Altstadt,"You can smell the curry and see the crowds from two streets away at this very popular venue for that beloved German fast food, the Currywurst. Locals…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/restaurants/altes-maedchen/a/poi-eat/1503064/1342306,https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/restaurants/altes-maedchen/a/poi-eat/1503064/1342306,Altes Mädchen,Hamburg,"The lofty red-brick halls of a 19th-century animal market have been upcycled into a hip culinary destination that includes a coffee roastery, a celebrity…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/restaurants/mikkels/a/poi-eat/1518909/1342306,https://www.lonelyplanet.com/germany/hamburg/altona-elbmeile/restaurants/mikkels/a/poi-eat/1518909/1342306,Mikkels,Hamburg,"Even if you miss the morning at this cheery spot which mixes affability with pastel style, you can still sit outside and catch the afternoon sun. Baked…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/restaurants/pauline/a/poi-eat/1596985/1342305,https://www.lonelyplanet.com/germany/hamburg/st-pauli-reeperbahn/restaurants/pauline/a/poi-eat/1596985/1342305,Pauline,St Pauli & Reeperbahn,"Tucked away on a residential street and as good for breakfast as for lunch, this classy cafe is enduringly popular with locals, but they can't keep it all…",to_eat,Hamburg
https://www.lonelyplanet.com/germany/hamburg/altstadt/restaurants/cafe-paris/a/poi-eat/420743/1342301,https://www.lonelyplanet.com/germany/hamburg/altstadt/restaurants/cafe-paris/a/poi-eat/420743/1342301,Café Paris,Altstadt,"Within a spectacularly tiled 1882 butchers’ hall and adjoining art-deco salon, this elegant yet relaxed brasserie serves classical French fare like croque…",to_eat,Hamburg
