website1,website2,name,description,location,type,city
https://lp-cms-production.imgix.net/2019-06/f1323d93e94018068e919e2100a41a9f-feldherrnhalle.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/feldherrnhalle/a/poi-sig/409334/1342295,Feldherrnhalle,"Corking up Odeonsplatz' southern side is Friedrich von Gärnter's Feldherrnhalle, modelled on the Loggia dei Lanzi in Florence. The structure pays homage…",Munich,must_see,Munich
https://lp-cms-production.imgix.net/2019-06/872474157dcf700d31dfd23d7ca5d0c1-frauenkirche.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/frauenkirche/a/poi-sig/409062/1342295,Frauenkirche,"The landmark Frauenkirche, built between 1468 and 1488, is Munich's spiritual heart and the Mt Everest among its churches. No other building in the…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/attractions/alter-botanischer-garten/a/poi-sig/409492/1342296,Alter Botanischer Garten,The Old Botanical Garden is a pleasant place to soothe soles and souls after an Altstadt shopping spree or to see out a long wait for a train away from…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/attractions/bavaria-filmstadt/a/poi-sig/409136/1320849,Bavaria Filmstadt,"Movie magic is the draw of the Bavaria Filmstadt, a theme park built around Bavaria Film, one of Germany's oldest studios, founded in 1919. The top…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/attractions/lenbachhaus/a/poi-sig/409238/1342296,Lenbachhaus,"With its fabulous wing added by noted architect Norman Foster, this glorious gallery is the go-to place to admire the vibrant canvases of Wassily…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/michaelskirche/a/poi-sig/409262/1342295,Michaelskirche,"It stands quiet and dignified amid the retail frenzy out on Kaufingerstrasse, but to fans of Ludwig II, the Michaelskirche is the ultimate place of…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/westend-theresienwiese/attractions/deutsches-museum-verkehrszentrum/a/poi-sig/1207703/1342300,Deutsches Museum – Verkehrszentrum,"An ode to the Bavarian obsession with getting around, the Transport Museum explores the ingenious ways humans have devised to transport things and each…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/juedisches-museum/a/poi-sig/1209660/1342295,Jüdisches Museum,"Coming to terms with its Nazi past has not historically been a priority in Munich, which is why the opening of the Jewish Museum in 2007 was hailed as a…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/schatzkammer-der-residenz/a/poi-sig/409204/1342295,Schatzkammer der Residenz,"The Residenzmuseum entrance also leads to the Schatzkammer der Residenz, a veritable banker's bonus worth of jewel-encrusted bling of yesteryear, from…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/viktualienmarkt/a/poi-sig/1206314/1342295,Viktualienmarkt,"Fresh fruit and vegetables, piles of artisanal cheeses, tubs of exotic olives, hams and jams, chanterelles and truffles – Viktualienmarkt is a feast of…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/attractions/antikensammlungen/a/poi-sig/1070629/1342296,Antikensammlungen,"This old-school museum is an engaging showcase of exquisite Greek, Roman and Etruscan antiquities. The collection of Greek vases, each artistically…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/attractions/glyptothek/a/poi-sig/409032/1342296,Glyptothek,"If you're a fan of classical art or simply enjoy the sight of naked guys without noses (or other pertinent body parts), make a beeline for the Glyptothek…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/attractions/ns-dokuzentrum/a/poi-sig/1595633/1342296,NS Dokuzentrum,"The mission of the NS Dokuzentrum, located right at the heart of what was once Nazi central in Munich, is to educate locals and visitors alike about the…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/attractions/ost-west-friedenskirche/a/poi-sig/1596070/1342299,Ost-West Friedenskirche,"Built illegally after WWII by a Russian hermit called Father Timofey, the delightfully rural Russian Orthodox East-West Peace Church was to have been…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/bier-oktoberfestmuseum/a/poi-sig/409138/1342295,Bier & Oktoberfestmuseum,"Head to this popular museum to learn all about Bavarian suds and the world's most famous booze-up. The four floors heave with old brewing vats, historic…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/museum-villa-stuck/a/poi-sig/409072/1342298,Museum Villa Stuck,"Around the turn of the 20th century, Franz von Stuck was a leading light on Munich's art scene, and his residence is one of the finest Jugendstil homes…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/altes-rathaus/a/poi-sig/1209651/1342295,Altes Rathaus,The eastern side of Marienplatz is dominated by the Altes Rathaus. Lightning got the better of the medieval original in 1460 and WWII bombs levelled its…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/westend-theresienwiese/attractions/bavariastatue/a/poi-sig/409600/1342300,Bavariastatue,"The Bavariastatue is an 18m-high Amazon in the Statue of Liberty tradition, oak wreath in her hand and lion at her feet. This iron lady has a cunning…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/kulturzentrum-gasteig/a/poi-sig/409046/1342298,Kulturzentrum Gasteig,"One of Munich's top cultural venues, the Kulturzentrum Gasteig caused quite a controversy in the mid-eighties due to its postmodern, boxy, glass-and-brick…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/museum-fuenf-kontinente/a/poi-sig/409470/1342298,Museum Fünf Kontinente,"A bonanza of art and objects from Africa, India, the Americas, the Middle East and Polynesia, the State Museum of Ethnology has one of the most…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/st-peterskirche/a/poi-sig/409216/1342295,St Peterskirche,"Some 306 steps divide you from the best view of central Munich via the 92m tower of St Peterskirche, central Munich's oldest church (1150). Inside awaits…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/lion-statues/a/poi-sig/1243744/1342295,Lion Statues,"Four giant bronze lion statues guard the entrance to the Residenz, supported by pedestals festooned with a half-human, half-animal face. Note the…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/attractions/leuchtenberg-palais/a/poi-sig/409382/1342297,Leuchtenberg-Palais,"Odeonsplatz marks the beginning of the Maxvorstadt, a 19th-century quarter built to link central Munich with Schwabing to the north. Leo von Klenze…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/attractions/museum-mensch-und-natur/a/poi-sig/1139827/1342299,Museum Mensch und Natur,"Kids will have plenty of ooh and aah moments in the Museum of Humankind & Nature, in the Schloss Nymphenburg north wing. Anything but old school, it puts…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/monument-to-the-victims-of-national-socialism/a/poi-sig/1519119/1342295,Monument to the Victims of National Socialism,This striking monument is made up of four Ts holding up a block-like cage in which an eternal flame gutters in remembrance of those who died at the hands…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/sammlung-schack/a/poi-sig/409446/1342298,Sammlung Schack,"Count Adolf Friedrich von Schack (1815–94) was a great fan of 19th-century Romantic painters such as Böcklin, Feuerbach and von Schwind. His collection is…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/attractions/erinnerungsort-olympia-atentat/a/poi-sig/1596071/1320849,Erinnerungsort Olympia-Atentat,"The 1972 Olympics are unfortunately known for the attack carried out by Palestinian terrorists, during which Israeli athletes were kidnapped and killed…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/attractions/palaeontologisches-museum/a/poi-sig/409430/1342296,Paläontologisches Museum,"The curatorial concept of the Paläontologisches Museum could use a little dusting up, but otherwise this archaeological trove of prehistoric skulls and…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/klosterkirche-st-anna-im-lehel/a/poi-sig/409372/1342298,Klosterkirche St Anna im Lehel,"The Asamkirche may be more sumptuous, but the Klosterkirche St Anna im Lehel is actually a collaboration of the top dogs of the rococo. Johann Michael…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/attractions/kleinhesseloher-see/a/poi-sig/1314436/1342297,Kleinhesseloher See,"Sooner or later in the Englischer Garten you'll find your way to the Kleinhesseloher See, a lovely lake at the centre of the park. Work up a sweat while…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/attractions/tierpark-hellabrunn/a/poi-sig/1207705/1320849,Tierpark Hellabrunn,"Some 6km south of the city centre, Tierpark Hellabrunn has 5000 furry, feathered and finned friends that rarely fail to enthral the little ones. The zoo…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/attractions/monopteros/a/poi-sig/1239964/1342297,Monopteros,"At the top of a gentle hill in the Englischer Garten stands the heavily photographed Monopteros (1838), a small Greek temple built by 19th-century star…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/heiliggeistkirche/a/poi-sig/409158/1342295,Heiliggeistkirche,"Gothic at its core, this baroque church on the edge of the Viktualienmarkt has fantastic ceiling frescoes created by the Asam brothers in 1720, depicting…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/glockenspiel/a/poi-sig/1296283/1342295,Glockenspiel,The Glockenspiel has 43 bells and 32 figures that perform two historical events. The top half tells the story of a tournament held in 1568 to celebrate…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/attractions/marstallmuseum/a/poi-sig/1139825/1342299,Marstallmuseum,"Also in the main building of the palace, the Marstallmuseum displays royal coaches and riding gear (including Ludwig II's over-the-top sleigh) on ground…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/attractions/haus-der-kunst/a/poi-sig/409156/1342297,Haus der Kunst,"This austere fascist-era edifice was built in 1937 to showcase Nazi art, but now the Haus der Kunst presents works by exactly the artists whom the Nazis…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/attractions/olympiastadion/a/poi-sig/409424/1342299,Olympiastadion,Germans have a soft spot for the Olympiastadion because it was on this hallowed grass in 1974 that the national soccer team – led by the Kaiser Franz…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/attractions/olympiaturm/a/poi-sig/409426/1342299,Olympiaturm,When the sky is clear you'll have Munich at your feet against the breathtaking backdrop of the Alps from the top of the 290m Olympiaturm. It's one of the…,Munich,must_see,Munich
https://lp-cms-production.imgix.net/2019-06/0b20dd9558c16db08a888039815bd81b-gardens-outbuildings.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/nymphenburg-neuhausen-olympiapark/attractions/palace-grounds/a/poi-sig/1208921/1342299,Palace Grounds,"The sprawling park behind Schloss Nymphenburg is a favourite spot with Münchners and visitors for strolling, jogging or whiling away a lazy afternoon. It…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/schwabing-the-englischer-garten/attractions/ludwig-maximilians-universitaet/a/poi-sig/409516/1342297,Ludwig-Maximilians-Universität,"Bavaria's oldest university, the Ludwig-Maximilians-Universität started out as a political football for its rulers. Founded in Ingolstadt in 1472, the…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/karlsplatz/a/poi-sig/1206320/1342295,Karlsplatz,Karlsplatz and the medieval Karlstor (a gate) form the western entrance to the Altstadt and the pedestrianised shopping precinct along Neuhauser Strasse…,Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/westend-theresienwiese/attractions/theresienwiese/a/poi-sig/409530/1342300,Theresienwiese,"The huge Theresienwiese (Theresa Meadow), better known as Wies'n, southwest of the Altstadt, is the site of the Oktoberfest. At the western end of the …",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/haidhausen-lehel/attractions/st-anna-platz/a/poi-sig/1208050/1342298,St-Anna-Platz,"The Asamkirche may be more sumptuous, but the Klosterkirche St Anna is actually a collaboration of the rococo era's top dogs; Johann Michael Fischer…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/altstadt-residenz/attractions/neues-rathaus/a/poi-sig/409188/1342295,Neues Rathaus,"The soot-blackened façade of the neo-Gothic Neues Rathaus is festooned with gargoyles, statues and a dragon scaling the turrets; the tourist office is on…",Munich,must_see,Munich
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/munich/maxvorstadt/attractions/justizpalast/a/poi-sig/409360/1342296,Justizpalast,"The 1890s Justizpalast witnessed the Weisse Rose trial of Hans Scholl, Sophie Scholl and Christoph Probst on 22 February 1943. They were condemned to…",Munich,must_see,Munich
