website1,website2,name,location,description,type,city
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/grosser-garten/a/poi-sig/421049/359378,Grosser Garten,Hanover,"The jewel in the crown of the Herrenhäuser Gärten is grand both in format and history, having been laid out as a Baroque garden in 1714 under the tutelage…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/eilenriede-forest/a/poi-sig/1296303/359378,Eilenriede Forest,Hanover,"More than 640 hectares (almost twice the size of NYC's Central Park), Europe's largest city forest, Eilenriede, is also known as Hanover's grüne Lunge …",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/berggarten/a/poi-sig/421043/359378,Berggarten,Hanover,"The oldest botanical garden in Germany is redolent with a mind-boggling assortment of global flora – including glasshouses for orchids, cacti and tropical…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/kestner-gesellschaft/a/poi-sig/421053/359378,Kestner Gesellschaft,Hanover,"It’s always worth checking listings for the Kestner Gesellschaft. Founded in 1916 to bring innovative artworks from international artists to Hanover, the…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/wolfsburg/attractions/kunstmuseum/a/poi-sig/463230/359379,Kunstmuseum,Lower Saxony & Bremen,"Wolfsburg’s excellent art gallery stages temporary exhibitions of modern and contemporary art, featuring international artists such as Fernand Léger, Andy…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/celle/attractions/schloss-celle/a/poi-sig/1141372/1316481,Schloss Celle,Lower Saxony & Bremen,Celle’s wedding-cake Schloss was built in 1292 by Otto Der Strenge (Otto the Strict) as a town fortification; in 1378 it was expanded and turned into a…,must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hildesheim/attractions/mariendom/a/poi-sig/1205500/1316484,Mariendom,Lower Saxony & Bremen,"Hildesheim’s Unesco World Heritage–listed cathedral took its present form in 1061 and was virtually rebuilt after its WWII bombing, then reopened in 2014…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/jever/attractions/schloss-museum-jever/a/poi-sig/1205990/1316490,Schloss Museum Jever,Bremen & the East Frisian Coast,An onion-shaped dome is (literally) the crowning feature of Jever’s 14th-century Schloss (palace). The town’s 18th-century Russian rulers added it to the…,must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/wolfenbuttel/attractions/herzog-august-bibliothek/a/poi-sig/1141554/1316485,Herzog August Bibliothek,Lower Saxony & Bremen,This hushed building is one of the world’s best reference libraries for 17th-century books. Its exhibition spaces feature two changing curated exhibits of…,must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/emden/attractions/ostfriesisches-landesmuseum/a/poi-sig/1141639/1320720,Ostfriesisches Landesmuseum,Bremen & the East Frisian Coast,"This award-winning museum has an interesting and varied collection illustrating themes of local history and life in the region. Not surprisingly, its…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/oldenburg/attractions/augusteum/a/poi-sig/1205896/1316488,Augusteum,Bremen & the East Frisian Coast,The Augusteum showcases European paintings – with a strong focus on Italian and Dutch masters – from the 15th to the 18th century. It opened in 1867 in a…,must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/oldenburg/attractions/landesmuseum-fuer-kunst-und-kulturgeschichte/a/poi-sig/1141628/1316488,Landesmuseum für Kunst und Kulturgeschichte,Bremen & the East Frisian Coast,"This museum chronicles the area’s history from the Middle Ages to modern times with an entertaining hodgepodge of artefacts: a grand carriage, a penny…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/museum-schloss-herrenhaeusen/a/poi-sig/1520898/359378,Museum Schloss Herrenhäusen,Hanover,"The Schloss Herrenhäusen, an early-19th-century palace destroyed by bombing in 1943, reopened in 2013 after being spectacularly reconstructed to the…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremen-city/attractions/dom-st-petri/a/poi-sig/489296/1316498,Dom St Petri,Bremen City,"Bremen’s Protestant main church has origins in the 8th century, though its ribbed vaulting, chapels and two high towers date from the 13th century. Aside…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/attractions/fagus-werk/a/poi-sig/1520937/359377,Fagus Werk,Lower Saxony & Bremen,"Designed and built by Bauhaus founder Walter Gropius in 1911, this factory, which has been producing shoe lasts for over 100 years, is regarded as the…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/oldenburg/attractions/prinzenpalais/a/poi-sig/1205898/1316488,Prinzenpalais,Bremen & the East Frisian Coast,"This branch of Oldenburg’s Museum of Art & Cultural History focuses on German artists, beginning with romanticism and neoclassicism of the mid-19th…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremerhaven/attractions/deutsches-schiffahrtsmuseum/a/poi-sig/1141844/1316499,Deutsches Schiffahrtsmuseum,Bremen & the East Frisian Coast,"There are three floors of maritime exhibits here but the highlight is the reconstructed Bremer Hansekogge, a merchant boat from 1380 discovered during…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/maschsee/a/poi-sig/1205472/359378,Maschsee,Hanover,"This artificial lake, built by the unemployed in one of the earliest Nazi-led public-works projects, is now a favourite spot for boating and swimming. It…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hildesheim/attractions/fachwerkviertel/a/poi-sig/1593854/1316484,Fachwerkviertel,Lower Saxony & Bremen,Hildesheim's 'Half-Timbered Quarter' is but a shadow of its former self – before WWII some 1900 of these buildings stood here – but it's still a great…,must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hildesheim/attractions/st-michaeliskirche/a/poi-sig/1141417/1316484,St Michaeliskirche,Lower Saxony & Bremen,The Unesco-protected Church of St Michael was built in the Romanesque style in 1022 and reconstructed after war damage. Unusual features inside include…,must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/worpswede/attractions/grosse-kunstschau/a/poi-sig/1141863/1316500,Grosse Kunstschau,Bremen & the East Frisian Coast,"This beautiful brick building designed by Bernhard Hoetger in 1927 houses a permanent exhibition of some of the artists colony's greatest painters, with a…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/saxony/braunschweig/attractions/landesmuseum/a/poi-sig/489230/359407,Landesmuseum,Lower Saxony & Bremen,"This chronologically ordered museum features engaging exhibits, starting with a large Foucault pendulum illustrating the principle of the earth’s rotation…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremen-city/attractions/gerhard-marcks-haus/a/poi-sig/489300/1316498,Gerhard Marcks Haus,Bremen City,"Among Germany’s greatest sculptors, Gerhard Marcks (1889–1981) is the man responsible for Bremen’s famous Stadtmusikanten sculpture on Markt. Born in…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/worpswede/attractions/haus-im-schluh/a/poi-sig/1594670/1316500,Haus im Schluh,Bremen & the East Frisian Coast,"This handsome, half-timbered thatched-roof house is where artist Heinrich Vogeler's first wife, Martha, moved with their three daughters after the couple…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremen-city/attractions/paula-modersohn-becker-haus-museum/a/poi-sig/1143314/1316498,Paula Modersohn-Becker Haus Museum,Bremen City,"Showcasing the art of the eponymous artist Paula Modersohn-Becker (1876–1907), an early expressionist and member of the Worpswede artists colony, this is…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/saxony/braunschweig/attractions/staedtisches-museum/a/poi-sig/1594047/359407,Städtisches Museum,Lower Saxony & Bremen,"Braunschweig's municipal museum is set in a beautiful 1906 building and holds a large and varied collection, with medieval religious art; arts and crafts…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/celle/attractions/bomann-museum-celle/a/poi-sig/1141376/1316481,Bomann-Museum Celle,Lower Saxony & Bremen,"This museum for cultural history houses a broad historic collection on the work, lives and times of ordinary people in the region. There are Bronze Age…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/saxony/braunschweig/attractions/dom-st-blasii/a/poi-sig/489224/359407,Dom St Blasii,Lower Saxony & Bremen,"The tomb of Heinrich der Löwe, the powerful duke who made Braunschweig his capital in the 12th century, lies alongside that of his wife Mathilde in the…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/wolfenbuttel/attractions/schloss-museum/a/poi-sig/1141553/1316485,Schloss Museum,Lower Saxony & Bremen,"Wolfenbüttel’s pretty Palace Museum showcases the living quarters of the Braunschweig-Lüneburg dukes, which have been preserved in all their glory of…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremerhaven/attractions/technikmuseum-u-boot-wilhelm-bauer/a/poi-sig/1595342/1316499,Technikmuseum U-Boot Wilhelm Bauer,Bremen & the East Frisian Coast,"An innovative diesel-electric submarine built in early 1945 as part of the Nazi war machine, this Unterseeboot never saw combat action and was scuttled at…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/marktkirche/a/poi-sig/421057/359378,Marktkirche,Hanover,"The red-brick Gothic Marktkirche St Georgii et Jacobi (1349–59), located in the Market Sq, is Hanover's largest Lutheran church. Its foundations date back…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/worpswede/attractions/niedersachsenstein/a/poi-sig/1297193/1316500,Niedersachsenstein,Bremen & the East Frisian Coast,"A highlight of a visit to Worpswede is the stroll to the 55m-tall Weyerberg dune, less than a kilometre from the centre, where you find the…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/worpswede/attractions/barkenhoff/a/poi-sig/1141864/1316500,Barkenhoff,Bremen & the East Frisian Coast,"The creative heart of the Worpswede artists colony was this half-timbered home remodelled in the art nouveau style by its owner, painter and designer…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/strandbad/a/poi-sig/1296300/359378,Strandbad,Hanover,"This popular swimming beach is situated on the southeast bank of the Maschsee, Hanover’s large lake, where you’ll also find in-line skaters gliding by in…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/aegidienkirche/a/poi-sig/1296542/359378,Aegidienkirche,Hanover,"This former Gothic church (dating from 1347) was never repaired or reconstructed after it was bombed in 1943, and today stands as a reminder of the…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/saxony/braunschweig/attractions/magniviertel/a/poi-sig/1593930/359407,Magniviertel,Lower Saxony & Bremen,"This little area is known for its handsome, half-timbered houses, especially in the streets just around the St Magni church. With a variety of shops,…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremerhaven/attractions/aussichts-platform/a/poi-sig/1595450/1316499,Aussichts Platform,Bremen & the East Frisian Coast,"Atop the Sail City hotel, this 86m-high two-floor outdoor observation deck affords 360-degree views of Bremerhaven, the Weser, the North Sea and miles…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremen-city/attractions/botanika/a/poi-sig/489290/1316498,Botanika,Bremen City,"If you’re a plant lover, don’t miss a trip to Botanika and its replicated Asiatic landscapes ranging from the Himalayas to New Guinea. Admission to the…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/hildesheim/attractions/roemer-und-pelizaeus-museum/a/poi-sig/1141419/1316484,Roemer-und-Pelizaeus Museum,Lower Saxony & Bremen,"This museum houses one of Europe’s best collections of Egyptian and Peruvian art and artefacts. There are dozens of mummies, scrolls, statues and wall…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremen-city/attractions/schnoor/a/poi-sig/1206141/1316498,Schnoor,Bremen City,"This maze of narrow, winding alleys was once the fishermen's quarter and later a red-light district. Now its doll's-house-sized cottages contain boutiques…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremen-city/attractions/weserburg-museum-fuer-moderne-kunst/a/poi-sig/489312/1316498,Weserburg Museum für Moderne Kunst,Bremen City,"Situated on an island in the Weser River across from the Schlachte promenade, this museum showcases works by German and international artists from private…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremen-city/attractions/wilhelm-wagenfeld-haus/a/poi-sig/489320/1316498,Wilhelm Wagenfeld Haus,Bremen City,Wilhelm Wagenfeld (1900–90) was a Bauhaus luminary whose foundation today promotes contemporary design in its many facets and forms in special exhibitions…,must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/wilhelm-busch-museum/a/poi-sig/421079/359378,Wilhelm Busch Museum,Hanover,"Contains a wealth of caricature and cartoon art, including works by greats Busch, Honoré Daumier and William Hogarth, as well as British artist Ronald…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/wasserspiele/a/poi-sig/1297232/359378,Wasserspiele,Hanover,"A highlight in summer, the Wasserspiele are water fountains synchronised to do some spectacular spurting.",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/lower-saxony/hanover/attractions/die-nanas/a/poi-sig/1205124/359378,Die Nanas,Hanover,"When these three earth-mama sculptures were first installed beside the Leine River in 1974, Hanover’s city fathers and mothers were inundated with nearly…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/bremen-city/attractions/schulschiff-deutschland/a/poi-sig/1594696/1316498,Schulschiff Deutschland,Bremen City,"Maritime buffs will enjoy a trip out to the Bremen suburb of Vegesack to visit this historic 86m-length boat, launched in 1927 as a full-rigged training…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/saxony/braunschweig/attractions/schlossmuseum/a/poi-sig/1296601/359407,Schlossmuseum,Lower Saxony & Bremen,"An impressive reconstruction using original elements of Braunschweig's Ducal Palace, which was badly damaged in WWII and demolished in 1960. Its palace…",must_see,Lower Saxony & Bremen
https://lonelyplanetstatic.imgix.net/marketing/placeholders/placeholder-attractions.jpg?auto=format&fit=crop&ar=1:1&q=75&w=1200,https://www.lonelyplanet.com/germany/wolfenbuttel/attractions/buerger-museum/a/poi-sig/1594108/1316485,Bürger Museum,Lower Saxony & Bremen,"Wolfenbüttel's newest sight, this small 'citizens museum', which opened in 2017, relates the life of Wolfenbüttelers over the past five centuries through…",must_see,Lower Saxony & Bremen
